source_doi,total_citations,policy_document_id,source_title,document_title,published_on,document_url,type,subtype,country,topics,classifications
https://dx.doi.org/10.1080/21645515.2019.1625644,9.0,govdeptsjapan-c37ef2267bec71dbb5c5e7aca2d49451,Government of Japan,国⽴感染症研究所,2021-01-31,https://www.mhlw.go.jp/content/10906000/000770615.pdf,government,,Japan,Human papillomavirus infection; Gardasil; HPV vaccine,health>diseases and conditions; health; science and technology>natural science>biology
https://dx.doi.org/10.1080/21645515.2019.1625644,9.0,rivmnl-b6ef706e54b0c8fd9bc2650dc3d18c00,Rijksinstituut voor Volksgezondheid en Milieu,Optimalisation of the schedule of the National Immunisation Programme. Background information for the advice of the Health Council of The Netherlands on the vaccination schedule of the National Immunisation Programme,2022-06-07,https://www.rivm.nl/publicaties/optimalisation-of-schedule-of-national-immunisation-programme-background-information,government,research center,Netherlands,DPT vaccine; Booster dose; Hepatitis B,health>diseases and conditions; health>diseases and conditions>communicable disease>virus disease; health
https://dx.doi.org/10.1080/21645515.2019.1625644,9.0,rivmnl-bbaf91c16a16b7d004ec71fefb6ace49,Rijksinstituut voor Volksgezondheid en Milieu,The National Immunisation Programme in the Netherlands : Surveillance and developments in 2019-2020,2020-11-27,https://www.rivm.nl/publicaties/national-immunisation-programme-in-netherlands-surveillance-and-developments-in-2019,government,research center,Netherlands,Preventive medicine; Medicine; MMR vaccine,health>diseases and conditions>illness; health>diseases and conditions; health
https://dx.doi.org/10.1080/21645515.2019.1625644,9.0,who-055edee2b046dd2955e45be22dfb68b7,World Health Organization,"Weekly Epidemiological Record, 2022, vol. 97, 50 [‎full issue]‎",2022-12-16,https://apps.who.int/iris/handle/10665/365350,igo,healthcare agency,IGO,HPV vaccine; Gardasil; Genital wart,health>diseases and conditions; science and technology>natural science>biology; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.1080/21645515.2019.1625644,9.0,who-1632f13222528ea8abc72fc7495eba86,World Health Organization,"Еженедельный эпидемиологический бюллетень, 2022 г., 97-й том, No. 50 645–672 [‎весь выпуск]‎",2023-03-06,https://apps.who.int/iris/handle/10665/366371,igo,healthcare agency,IGO,Public health; Medical specialties; Microbiology,health>diseases and conditions; science and technology>natural science>biology; health
https://dx.doi.org/10.1080/21645515.2019.1625644,9.0,who-9447528788751654517dff5a844016cb,World Health Organization,Human papillomavirus vaccines: WHO position paper (‎2022 update)‎ –Vaccins contre les papillomavirus humains: note de synthèse de l’OMS (‎mise à jour de 2022)‎,2022-12-16,https://apps.who.int/iris/handle/10665/365351,igo,healthcare agency,IGO,Medical specialties; Clinical medicine; Health sciences,science and technology>natural science>biology; health>diseases and conditions>communicable disease>virus disease; health>diseases and conditions
https://dx.doi.org/10.4414/smw.2017.14543,14.0,adminch-00e22c8d7baad5c1735555737b78c70a,Government of Switzerland,L’hépatite C chez les usagers de drogue,2019-03-21,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/i-und-b/richtlinien-empfehlungen/empfehlungen-risikogruppen-risikosituationen/richtlinien-hepatitis-c-drogen.pdf.download.pdf/richtlinien-hepatitis-c-drogen-fr.pdf,government,,Switzerland,Hepatitis C; Hepatitis B; Viral hepatitis,health; health>diseases and conditions; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.4414/smw.2017.14543,14.0,adminch-47ee13cde1b948f229d378a25b2ef432,Government of Switzerland,Prospettive della politica svizzera in materia di droghe,2021-04-28,https://www.bag.admin.ch/dam/bag/it/dokumente/npp/sucht/drogenpolitik/bericht-po-rechsteiner.pdf.download.pdf/bericht-po-rechsteiner.pdf,government,,Switzerland,Drug; Drug liberalization; Cannabis,"crime, law and justice>crime; crime, law and justice>crime>drug related crimes; crime, law and justice>law"
https://dx.doi.org/10.4414/smw.2017.14543,14.0,adminch-4ceea3df3b118111776e4d8d909e5e25,Government of Switzerland,Avenir de la politique suisse en matière de drogue,2021-04-28,https://www.bag.admin.ch/dam/bag/en/dokumente/npp/sucht/drogenpolitik/bericht-po-rechsteiner.pdf.download.pdf/Bericht_Po_Rechsteiner_d.pdf,government,,Switzerland,Drug; Cannabis (drug); Addiction,"crime, law and justice>crime>drug related crimes; crime, law and justice>crime; society>social problem>addiction"
https://dx.doi.org/10.4414/smw.2017.14543,14.0,adminch-5929f19ead0cc876acad2806efd4017a,Government of Switzerland,Medizinische Empfehlungen für Opioidagonistentherapie (OAT) bei Opioidabhängigkeits-Syndrom 2020,2020-07-21,https://www.bag.admin.ch/dam/bag/de/dokumente/kuv-leistungen/referenzdokumente-klv-anhang-1/08-opiatagonistentherapie-oat-de-fr-it.pdf.download.pdf/08_Opiatagonistentherapie_OAT_DE.pdf,government,,Switzerland,Buprenorphine; Methadone; Heroin,science and technology>biomedical science>pharmacology; society>social problem>addiction; health>health treatment
https://dx.doi.org/10.4414/smw.2017.14543,14.0,adminch-5f72a9cdf2048825607aa9f63a7773f0,Government of Switzerland,Perspektiven der schweizerischen Drogenpolitik,2021-04-28,https://www.bag.admin.ch/dam/bag/de/dokumente/npp/sucht/drogenpolitik/bericht-po-rechsteiner.pdf.download.pdf/Bericht_Po_Rechsteiner_d.pdf,government,,Switzerland,Drug; Cannabis (drug); Substance dependence,"crime, law and justice>crime>drug related crimes; crime, law and justice>crime; crime, law and justice>law"
https://dx.doi.org/10.4414/smw.2017.14543,14.0,adminch-645344dc7f62e5eea8f7e83cac018232,Government of Switzerland,Recommandations médicales relatives au traitement agoniste opioïde (TAO) du syndrome de dépendance aux opioïdes 2020,2020-07-21,https://www.bag.admin.ch/dam/bag/fr/dokumente/kuv-leistungen/referenzdokumente-klv-anhang-1/08-opiatagonistentherapie-oat-de-fr-it.pdf.download.pdf/08_Traitement%20agoniste%20opioïde_TAO_FR.pdf,government,,Switzerland,Buprenorphine; Heroin; Morphine,science and technology>biomedical science>pharmacology; health>diseases and conditions; society>social problem>addiction
https://dx.doi.org/10.4414/smw.2017.14543,14.0,adminch-720f14e18be751dbd3cf3ace1a0c6362,Government of Switzerland,2018,2019-02-27,"https://www.bag.admin.ch/dam/bag/it/dokumente/npp/forschungsberichte/forschungsberichte_drogen/The%20State%20of%20Harm%20Reduction%20in%20Western%20Europe%202018.%20Harm%20Reduction%20International,%20London.pdf.download.pdf/HRI_WesternEuropeGlobalState_Feb2019_Final.pdf",government,,Switzerland,Harm reduction; Naloxone; Drug overdose,"society>social problem>addiction; crime, law and justice>crime>drug related crimes; health>diseases and conditions"
https://dx.doi.org/10.4414/smw.2017.14543,14.0,adminch-84509f90c7a184eb7cdea5b013aca9fd,Government of Switzerland,Hepatitis C bei Drogenkonsumierenden,2019-03-21,https://www.bag.admin.ch/dam/bag/de/dokumente/mt/infektionskrankheiten/hepatitis-c/richtlinien-hepatitis-c-drogen.pdf.download.pdf/richtlinien-hepatitis-c-drogen-de.pdf,government,,Switzerland,Hepatitis C; Hepatitis B; Vaccination,health>diseases and conditions; health; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.4414/smw.2017.14543,14.0,adminch-c38a482162be562b4ca3376535f633e1,Government of Switzerland,Raccomandazioni mediche 2020 per la terapia con agonisti oppioidi (TAO) della sindrome da dipendenza da oppioidi,2020-12-03,https://www.bag.admin.ch/dam/bag/it/dokumente/kuv-leistungen/referenzdokumente-klv-anhang-1/08-opiatagonistentherapie-oat-de-fr-it.pdf.download.pdf/08_terapia%20con%20agonisti%20oppioidi_TAO_IT.pdf,government,,Switzerland,Medicine; Morphine; Codeine,science and technology>biomedical science>pharmacology; science and technology; health
https://dx.doi.org/10.4414/smw.2017.14543,14.0,adminch-cd41e9717211d6c9f8270daaf9d9669b,Government of Switzerland,Hepatitis C bei Drogenkonsumierenden,2019-03-21,https://www.bag.admin.ch/dam/bag/de/dokumente/mt/infektionskrankheiten/hepatitis-c/richtlinien-hepatitis-c-drogen.pdf,government,,Switzerland,Hepatitis C; Hepatitis B; Vaccination,health; health>diseases and conditions; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.4414/smw.2017.14543,14.0,adminch-f10b53ee7b65c04d14efe85b5749126b,Government of Switzerland,L’epatite C nei consumatori di stupefacenti,2019-03-21,https://www.bag.admin.ch/dam/bag/it/dokumente/mt/infektionskrankheiten/hepatitis-c/richtlinien-hepatitis-c-drogen.pdf.download.pdf/richtlinien-hepatitis-c-drogen-it.pdf,government,,Switzerland,Hepatitis C; Hepatitis B; HIV,health; health>diseases and conditions; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.4414/smw.2017.14543,14.0,parliamentofswitzerland-7e813d6007527d4e159f1be2174bbe35,Federal Assembly,Perspektiven der schweizerischen Drogenpolitik,2021-04-28,https://www.parlament.ch/centers/eparl/curia/2017/20174076/Bericht%20BR%20D.pdf,government,,Switzerland,Drug; Cannabis (drug); Drug liberalization,"crime, law and justice>crime>drug related crimes; crime, law and justice>crime; crime, law and justice>law"
https://dx.doi.org/10.4414/smw.2017.14543,14.0,stateofcatalunya-3ff5b1066fe1b4cfff15fdcc6360fa4a,Generalitat de Catalunya,Protocol de diagnòstic i tractament del virus de l’hepatitis C per persones drogodependents,2021-03-24,https://salutpublica.gencat.cat/web/.content/minisite/aspcat/vigilancia_salut_publica/vih-sida-its/04_Hepatitis_viriques/guies_i_protocols/Protocol-diagnostic-i-tractament-VHC-persones-drogodependents_Act-2021_okDef.pdf,government,,Spain,,
https://dx.doi.org/10.4414/smw.2017.14543,14.0,stateofcatalunya-7c41a23fd1958362a683a9a820b7191b,Generalitat de Catalunya,Protocol de diagnòstic i tractament del virus de l’hepatitis C per persones drogodependents,2020-06-23,https://salutpublica.gencat.cat/web/.content/minisite/aspcat/vigilancia_salut_publica/vih-sida-its/04_Hepatitis_viriques/guies_i_protocols/Protocol-diagnostic-i-tractament-VHC-persones-drogodependents_defOK.pdf,government,,Spain,,
https://dx.doi.org/10.1073/pnas.0510077103,5.0,finnishpublichealth-19d6926ccd0ae7460b3ef64e5a4cb1d6,Kansanterveyslaitos,"Methicillin-resistant Staphylococcus aureus in Finland: recent changes in the epidemiology, long-term facility aspects, and phenotypic and molecular detection of isolates",2012-04-19,http://www.julkari.fi/handle/10024/78184,government,,Finland,Methicillin-resistant Staphylococcus aureus; Staphylococcus aureus; Multilocus sequence typing,science and technology>natural science>biology; science and technology>natural science>biology>genetics; health>diseases and conditions
https://dx.doi.org/10.1073/pnas.0510077103,5.0,gezondheidsraad-dd37866b4e7b296548da60a331dbfc41,Gezondheidsraad,MRSA-beleid in Nederland,2006-10-16,https://www.gezondheidsraad.nl/documenten/adviezen/2006/10/16/mrsa-beleid-in-nederland,government,healthcare agency,Netherlands,,"economy, business and finance>economic sector>computing and information technology; economy, business and finance>economic sector>computing and information technology>software"
https://dx.doi.org/10.1073/pnas.0510077103,5.0,healthprotectionscotland-e77fd70aa1063c0e5506841d8596a860,Health Protection Scotland,NHS Scotland MRSA Screening Pathfinder Programme. Interim Report,2009-10-01,https://hps.scot.nhs.uk/web-resources-container/nhs-scotland-mrsa-screening-pathfinder-programme-interim-report/,government,healthcare agency,UK,Isolation (health care); NHS Scotland; Antimicrobial resistance,health; science and technology; health>diseases and conditions
https://dx.doi.org/10.1073/pnas.0510077103,5.0,inspq_canada-ab6b2a1f001bbd94a148f7019e40c8e3,Institut national de santé publique du Québec,Proportion de chambres individuelles avec salle de toilette non partagée devant être disponibles dans les établissements de soins de santé physique du Québec,2010-09-08,https://www.inspq.qc.ca/publications/937,government,healthcare agency,Canada,Infectious diseases; Isolation (health care); Infection,health; health>diseases and conditions>illness; health>diseases and conditions
https://dx.doi.org/10.1073/pnas.0510077103,5.0,pubmedcentral-8ff2f59c0cbe6085afab1272f712532b,Guidelines in PubMed Central,Further lessons from the TGN1412 tragedy - New guidelines call for a change in the culture of research,2006-08-05,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1526936/pdf,other,aggregator,USA,Methicillin-resistant Staphylococcus aureus; Staphylococcus aureus; Theralizumab,science and technology>biomedical science>pharmacology; science and technology; health
https://dx.doi.org/10.1098/rsif.2020.1006,2.0,governmentofindia-c8d8acccd0f2685c43b2258a6ee495fa,Government of India,India ' s Climate Research Agenda : 2030 and beyond,2023-05-26,https://dst.gov.in/sites/default/files/India%27s%20Climate%20Research%20Agenda%202030%20and%20beyond.pdf,government,,India,General circulation model; Climate change; El Niño–Southern Oscillation,weather; science and technology>natural science>meteorology; environment>natural resources>water
https://dx.doi.org/10.1098/rsif.2020.1006,2.0,unfccc-4870def4216f7883ea2908a1f3598e09,United Nations Framework Convention on Climate Change,Seychelles. National Communication (NC). NC 3. Biennial Update Report (BUR). BUR 1.,2024-02-23,https://unfccc.int/documents/637274,igo,,IGO,Renewable energy; Blue carbon; Climate resilience,environment; environment>nature; environment>natural resources>water
https://dx.doi.org/10.1016/j.parepi.2016.02.004,1.0,pubmedcentral-51a9673698758f1d8b6eaa08452c4ff5,Guidelines in PubMed Central,Investigating the Effectiveness of Current and Modified World Health Organization Guidelines for the Control of Soil-Transmitted Helminth Infections,2018-06-15,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5982801/pdf,other,aggregator,USA,Soil-transmitted helminthiasis; Neglected tropical diseases; Epidemiology,health>diseases and conditions; health>diseases and conditions>illness; health
https://dx.doi.org/10.1016/j.ttbdis.2020.101437,1.0,rivmnl-764528f2311d13eeeafb59d6f7e87ecc,Rijksinstituut voor Volksgezondheid en Milieu,Mondiaal klimaatbeleid: gezondheidswinst in Nederland bij minder klimaatverandering,2021-05-28,https://www.rivm.nl/publicaties/mondiaal-klimaatbeleid-gezondheidswinst-in-nederland-bij-minder-klimaatverandering,government,research center,Netherlands,Climate change; Storm; Sea level rise,health>diseases and conditions; environment; health
https://dx.doi.org/10.1016/j.vaccine.2022.12.032,2.0,hcspfr-36cde91696a5124fa72c5af9d9bf0518,Haut Conseil de la santé publique,Opportunité d’une campagne de vaccination à Mayotte (pénurie d’eau potable),2023-06-22,https://www.hcsp.fr/Explore.cgi/avisrapportsdomaine?clefr=1318,government,agency,France,Epidemiology; Polio; Cholera,health>diseases and conditions>illness; health>diseases and conditions; health
https://dx.doi.org/10.1016/j.vaccine.2022.12.032,2.0,hcspfr-d75d91f84b2bab0dfdf56bb55859751b,Haut Conseil de la santé publique,Opportunité d’une campagne de vaccination à Mayotte (pénurie d’eau potable),2023-06-22,https://www.hcsp.fr/Explore.cgi/avisrapportsdomaine?clefr=1319,government,agency,France,Vaccine; Hepatitis A; Infectious diseases,health>diseases and conditions>illness; health>diseases and conditions; health
https://dx.doi.org/10.1016/j.gie.2022.01.002,1.0,hrbie-f42b649d49a7ef5d9694fcf70cf70cb3,Health Research Board,"Cost, safety, and environmental impact of reprocessing single-use medical devices. A systematic review and meta-analysis",2023-09-11,https://www.hrb.ie/publications/publication/cost-safety-and-environmental-impact-of-reprocessing-single-use-medical-devices-a-systematic-revi/returnPage/1/,government,,Ireland,Systematic review; Cohort study; Meta-analysis,health; health>diseases and conditions; science and technology
https://dx.doi.org/10.1016/j.ijfoodmicro.2020.108775,4.0,efsaeu-c0f79ef9567f58a35a35267b231253db,EFSA,Training in tools to develop quantitative risk assessment of fresh produce using water reuse systems in Mediterranean production,2022-05-25,https://www.efsa.europa.eu/en/efsajournal/pub/e200416,government,agency,EU,Sewage treatment; Risk assessment; Health,lifestyle and leisure>lifestyle>food and drink; health>diseases and conditions; health>health treatment
https://dx.doi.org/10.1016/j.ijfoodmicro.2020.108775,4.0,efsaeu-fc804121d1e0623760bcf72adfc2b122,EFSA,Modelling and magnitude estimation of cross‐contamination in the kitchen for quantitative microbiological risk assessment (QMRA),2020-11-26,https://www.efsa.europa.eu/en/efsajournal/pub/e181106,government,agency,EU,Microbiology; Foodborne illness; Risk,"health>diseases and conditions; economy, business and finance>economic sector>consumer goods>food; lifestyle and leisure>lifestyle>food and drink"
https://dx.doi.org/10.1016/j.ijfoodmicro.2020.108775,4.0,europa-26806af482588f657f0c3df545323d52,Publications Office of the European Union,"The European food risk assessment fellowship programme. Series 3, 2020-2021.",2021-01-18,https://op.europa.eu/en/publication-detail/-/publication/b6b3470c-5a09-11eb-b59f-01aa75ed71a1/language-en/format-PDF,government,,EU,Dietary supplement; Praseodymium; Chemistry,"economy, business and finance>economic sector>chemicals; science and technology>natural science>biology; economy, business and finance>economic sector>chemicals>inorganic chemical"
https://dx.doi.org/10.1016/j.ijfoodmicro.2020.108775,4.0,europa-e2207415ac220a544fa7451e3a66e5aa,Publications Office of the European Union,"The European food risk assessment fellowship programme. Series 4, 2020-2021.",2022-07-22,https://op.europa.eu/en/publication-detail/-/publication/9756b1af-0bc4-11ed-b11c-01aa75ed71a1/language-en/format-PDF,government,,EU,Medical specialties; Life sciences; Biology,science and technology>natural science>biology; science and technology>natural science>biology>genetics; lifestyle and leisure>lifestyle>food and drink
https://dx.doi.org/10.1053/jscd.2001.30366,1.0,pubmedcentral-92d973a4d6c837dd06c1a4528101d19c,Guidelines in PubMed Central,Antibiotic therapy for preventing infections in people with acute stroke,2018-01-22,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6491314/pdf,other,aggregator,USA,Systematic review; Meta-analysis; Stroke,science and technology>biomedical science>pharmacology; health>diseases and conditions>illness; health>diseases and conditions
https://dx.doi.org/10.1086/647837,1.0,has-26c0d8860185df804719410247c1c945,Haute Autorité de Santé,Stratégie d'antibiothérapie et prévention des résistances bactériennes en établissement de santé,2008-05-29,https://www.has-sante.fr/portail/jcms/c_665169/fr/strategie-d-antibiotherapie-et-prevention-des-resistances-bacteriennes-en-etablissement-de-sante,government,healthcare agency,France,Antibiotic; Antimicrobial resistance; Infection,health; science and technology>biomedical science>pharmacology; science and technology>biomedical science
https://dx.doi.org/10.1073/pnas.1801338115,1.0,pmcsa-b93e0fcce751fb57051f0ad449e827bc,Office of the Prime Minister’s Chief Science Advisor,Antimicrobial resistance and infectious disease,2022-02-16,https://www.pmcsa.ac.nz/files/2020/01/Full-report-FINAL-15122021-V2-PDF-160222.pdf,government,,New Zealand,Antimicrobial resistance; Horizontal gene transfer; Antibiotic,health>diseases and conditions>illness; health>diseases and conditions; health
https://dx.doi.org/10.1093/cid/ciz1103,3.0,aerckenya-64cddf218dd916de86ef190dc6dd345c,African Economic Research Consortium,Impact of COVID-19 Measures on Kenya’s Health System,2021-10-08,https://publication.aercafricalibrary.org/items/61ff246d-5162-4b68-9297-b1bc06286745,think tank,,Kenya,Non-communicable disease; Health; COVID-19,health; health>diseases and conditions; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.1093/cid/ciz1103,3.0,unaids-498ad51ff5483c8ad1c350e80acdd5c9,UNAIDS,Prevailing against pandemics by putting people at the centre,2020-11-26,https://www.unaids.org/en/resources/documents/2020/prevailing-against-pandemics,igo,,IGO,HIV/AIDS; Prevention of HIV/AIDS; Pre-exposure prophylaxis,health>diseases and conditions; health; health>diseases and conditions>illness
https://dx.doi.org/10.1093/cid/ciz1103,3.0,unitednations-91f7b9367a2a4bd5309ee133db119aa2,United Nations,Prevailing against pandemics by putting people at the centre :World AIDS Day report 2020,2020-01-01,https://digitallibrary.un.org/record/3937177?ln=en,igo,,IGO,HIV/AIDS; Virus; HIV,health; science and technology; health>diseases and conditions
https://dx.doi.org/10.1086/505877,29.0,europa-6ac438b33c9e4a64f06624d546d463cb,Publications Office of the European Union,Eurosurveillance : special focus : tuberculosis. March 2010.,2010-10-25,https://op.europa.eu/en/publication-detail/-/publication/0a3d12f4-7bac-4b79-85aa-070855cf8988/language-en/format-PDF,government,,EU,Extensively drug-resistant tuberculosis; Tuberculosis; Multi-drug-resistant tuberculosis,health; health>diseases and conditions; health>health treatment
https://dx.doi.org/10.1086/505877,29.0,governmentofcanada-8be8f683e7c56541025a3976d8d71110,Government of Canada,"Canadian tuberculosis standards / Joint project of Tuberculosis Prevention and Control, Public Health Agency of Canada, and the Canadian Lung Association/Canadian Thoracic Society.: HP40-18/2007E-PDF Publications - Canada.ca",2007-01-01,http://publications.gc.ca/site/eng/9.689773/publication.html,government,,Canada,Mantoux test; Tuberculosis; Tuberculosis diagnosis,health>diseases and conditions; science and technology>natural science>biology; health>diseases and conditions>illness
https://dx.doi.org/10.1086/505877,29.0,governmentofuganda-ef709fffc364c839c4a19dee4cc9b81f,Government of Uganda,A handbook for national tuberculosis control programmes,2008-11-13,http://library.health.go.ug/sites/default/files/resources/Implementing%20the%20WHO%20stop%20TB%20strategy.pdf,government,,Uganda,Tuberculosis; Multi-drug-resistant tuberculosis; Extensively drug-resistant tuberculosis,health>diseases and conditions>illness; science and technology>biomedical science>pharmacology; health>diseases and conditions
https://dx.doi.org/10.1086/505877,29.0,instituteforhealthmetricsandevaluation-ba0a65ea74b933f13ad2fdc9b74e9af4,Institute for Health Metrics and Evaluation,Financing Global Health 2013: Transition in an Age of Austerity,2014-03-24,https://www.healthdata.org/policy-report/financing-global-health-2013-transition-age-austerity,think tank,university affiliated,USA,"The Global Fund to Fight AIDS, Tuberculosis and Malaria; Organisation of African Unity; Public sphere",health>diseases and conditions; health; health>diseases and conditions
https://dx.doi.org/10.1086/505877,29.0,stateofgeorgia-bd120e39ad3e7e17416c293694e620b0,State of Georgia,Guidelines For Prevention And Control,2008-06-11,https://dph.georgia.gov/document/document/who-tuberculosis-and-air-travel-guidelines-prevention-and-control-2008/download,government,,USA,Mantoux test; Tuberculosis; Extensively drug-resistant tuberculosis,health>diseases and conditions>illness; health>diseases and conditions; health
https://dx.doi.org/10.1086/505877,29.0,stateoftennessee-01cde53984fd291a48bf6ac52ad9a415,State of Tennessee,Drug-Resistant Tuberculosis,2008-03-21,https://www.tn.gov/content/dam/tn/health/documents/tuberculosis_guidelines/TB_FJCSurvivalGuide.pdf,government,,USA,Multi-drug-resistant tuberculosis; Extensively drug-resistant tuberculosis; Tuberculosis,science and technology>biomedical science>pharmacology; health>diseases and conditions; health>diseases and conditions>illness
https://dx.doi.org/10.1086/505877,29.0,unaids-57f87c81581a81ae0c0da661de027531,UNAIDS,Global Tuberculosis Control 2008,2008-03-13,https://www.unaids.org/en/resources/documents/2008/20080317_who2008globaltbreport_en.pdf,igo,,IGO,"Multi-drug-resistant tuberculosis; Directly observed treatment, short-course; Tuberculosis",health>diseases and conditions; health; science and technology
https://dx.doi.org/10.1086/505877,29.0,who-02875bc2c9f7b9aa58bfca321e66766f,World Health Organization,"Weekly Epidemiological Record, 2006, vol. 81, 41 [‎full issue]‎",2016-06-16,https://apps.who.int/iris/handle/10665/233218,igo,healthcare agency,IGO,Tuberculosis; Influenza; Influenza A virus subtype H5N1,health>diseases and conditions>communicable disease>epidemic; health>diseases and conditions>communicable disease>virus disease; health
https://dx.doi.org/10.1086/505877,29.0,who-0cc8c8083938c6bff9144aee367aa73c,World Health Organization,"Global tuberculosis control : surveillance, planning, financing : WHO report 2008",2012-06-16,http://apps.who.int/iris/handle/10665/43831,igo,healthcare agency,IGO,Multi-drug-resistant tuberculosis; Tuberculosis; Tuberculosis management,health; health>health treatment; health>health treatment>medicine
https://dx.doi.org/10.1086/505877,29.0,who-1db98140633db03da29b4d743f8a8fb8,World Health Organization,Tuberculosis control in the Western Pacific Region : 2009 report,2016-05-26,https://apps.who.int/iris/handle/10665/207036,igo,healthcare agency,IGO,"Animal bacterial diseases; Directly observed treatment, short-course; Multi-drug-resistant tuberculosis",health; health>diseases and conditions; science and technology
https://dx.doi.org/10.1086/505877,29.0,who-1faf1faa9c95479fcf7e22ced313051f,World Health Organization,Barriers to reaching the targets for tuberculosis control: multidrug-resistant tuberculosis,2018-03-26,https://apps.who.int/iris/handle/10665/270085,igo,healthcare agency,IGO,Multi-drug-resistant tuberculosis; Extensively drug-resistant tuberculosis; Tuberculosis,health; health>diseases and conditions; health>health treatment
https://dx.doi.org/10.1086/505877,29.0,who-45d5a0adc8546ff6d45996ac836d4820,World Health Organization,"Global tuberculosis control : epidemiology, planning, financing : WHO report 2009",2012-06-16,http://apps.who.int/iris/handle/10665/44035,igo,healthcare agency,IGO,"Multi-drug-resistant tuberculosis; Tuberculosis; Directly observed treatment, short-course",health; health>diseases and conditions>communicable disease>virus disease; health>health treatment
https://dx.doi.org/10.1086/505877,29.0,who-49b0bb630d5bf9cb5d77b94ed6740370,World Health Organization,"Tuberculosis control in the South-East Asia Region, 2006",2016-05-09,https://apps.who.int/iris/handle/10665/206057,igo,healthcare agency,IGO,"Multi-drug-resistant tuberculosis; Tuberculosis; Directly observed treatment, short-course",health; health>diseases and conditions; health>health treatment
https://dx.doi.org/10.1086/505877,29.0,who-53a1848cd56077ce93918c6a28354c89,World Health Organization,Tuberculosis control in the Western Pacific Region : 2008 report,2016-05-26,https://apps.who.int/iris/handle/10665/206986,igo,healthcare agency,IGO,"Multi-drug-resistant tuberculosis; Directly observed treatment, short-course; Tuberculosis",health; health>diseases and conditions; science and technology
https://dx.doi.org/10.1086/505877,29.0,who-5447d830da28c7de26d30e70ddeda6c6,World Health Organization,Addressing the threat of tuberculosis caused by extensively drug-resistant Mycobacterium tuberculosis = Parer à la menace de tuberculose à bacilles ultrarésistants,2016-06-16,https://apps.who.int/iris/handle/10665/233217,igo,healthcare agency,IGO,Epidemiology; Diseases and disorders; Infectious diseases,health; health>diseases and conditions>communicable disease>epidemic; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.1086/505877,29.0,who-63686ae8ca2452bafb5492cfba6f63cc,World Health Organization,Characterization of Mycobacterium tuberculosis of Lebanese patients by double-repetitive-element polymerase chain reaction,2014-06-17,https://apps.who.int/iris/handle/10665/117944,igo,healthcare agency,IGO,Tuberculosis; Mycobacterium; Medical microbiology,science and technology>natural science>biology; health>diseases and conditions; science and technology
https://dx.doi.org/10.1086/505877,29.0,who-68434be69ff7e344c11727af33b619e4,World Health Organization,"Plan to Stop TB in 18 High-priority Countries in the WHO European Region, 2007–2015",2021-09-22,https://apps.who.int/iris/handle/10665/345352,igo,healthcare agency,IGO,Multidrug-resistant tuberculosis; Extensively drug-resistant tuberculosis; Tuberculosis,health>diseases and conditions; health; education
https://dx.doi.org/10.1086/505877,29.0,who-6e30d1e1ac7b9ceb934d6d51e121f678,World Health Organization,"Diagnostics for tuberculosis : global demand and market potential / TDR, FIND SA",2012-06-16,http://apps.who.int/iris/handle/10665/43543,igo,healthcare agency,IGO,Tuberculosis; Multi-drug-resistant tuberculosis; Infection,health; health>diseases and conditions>communicable disease>virus disease; health>diseases and conditions>communicable disease>virus disease>retrovirus
https://dx.doi.org/10.1086/505877,29.0,who-89df5b4aec7f1b1e466dcba2c9b31021,World Health Organization,Implementing the WHO Stop TB Strategy : a handbook for national tuberculosis control programmes,2012-06-16,http://apps.who.int/iris/handle/10665/43792,igo,healthcare agency,IGO,Tuberculosis; HIV; Biology,health; science and technology>natural science>biology; health>diseases and conditions
https://dx.doi.org/10.1086/505877,29.0,who-b620adcc99fca0bed096f14eb670f275,World Health Organization,3rd ed,2012-06-16,http://apps.who.int/iris/handle/10665/43921,igo,healthcare agency,IGO,Extensively drug-resistant tuberculosis; Multi-drug-resistant tuberculosis; Infection,health; health>diseases and conditions>communicable disease>virus disease; health>diseases and conditions>communicable disease
https://dx.doi.org/10.1086/505877,29.0,who-b8d174dca29a907d86cba35694a7fa8f,World Health Organization,Treatment and management of MDR-TB in Latvia,2018-03-26,https://apps.who.int/iris/handle/10665/270079,igo,healthcare agency,IGO,Multi-drug-resistant tuberculosis; Extensively drug-resistant tuberculosis; Tuberculosis,health; health>diseases and conditions; health>health treatment
https://dx.doi.org/10.1086/505877,29.0,who-ce5949ad7971e0f7a5abf8a651712614,World Health Organization,Case study: South Africa,2018-03-26,https://apps.who.int/iris/handle/10665/270080,igo,healthcare agency,IGO,Multi-drug-resistant tuberculosis; Extensively drug-resistant tuberculosis; Tuberculosis,health; health>diseases and conditions; health>health treatment
